year,state,county,poverty_percent,med_income,unemployment_rate
2020,Mississippi,Smith County,16.1,48968,5.8
2020,Mississippi,Stone County,17.4,51493,7.5
2020,Mississippi,Sunflower County,34.8,35149,11.2
2020,Mississippi,Tallahatchie County,32.0,35150,7.4
2020,Mississippi,Tate County,14.0,61751,7.7
2020,Mississippi,Tippah County,16.5,45568,7
2020,Mississippi,Tishomingo County,14.6,48897,6.5
2020,Mississippi,Tunica County,26.7,36850,14.9
2020,Mississippi,Union County,13.5,50116,7.1
2020,Mississippi,Walthall County,23.5,30992,8.4
2020,Mississippi,Warren County,19.2,48283,8.7
2020,Mississippi,Washington County,27.7,35344,11
2020,Mississippi,Wayne County,22.1,36193,8.7
2020,Mississippi,Webster County,15.7,51351,7.4
2020,Mississippi,Wilkinson County,28.4,35394,13.4
2020,Mississippi,Winston County,21.8,44029,8.7
2020,Mississippi,Yalobusha County,21.2,42532,7.9
2020,Mississippi,Yazoo County,31.0,37367,9.7
2020,Missouri,Adair County,17.9,49175,5.1
2020,Missouri,Andrew County,9.1,69387,4
2020,Missouri,Atchison County,12.0,53603,4
2020,Missouri,Audrain County,17.8,48258,5.9
2020,Missouri,Barry County,16.0,47853,6.5
2020,Missouri,Barton County,16.6,46353,4.9
2020,Missouri,Bates County,14.8,52140,5.3
2020,Missouri,Benton County,16.8,44141,7.3
2020,Missouri,Bollinger County,16.3,48198,5.6
2020,Missouri,Boone County,12.8,62673,4.2
2020,Missouri,Buchanan County,13.1,53133,4.9
2020,Missouri,Butler County,21.2,42099,6.3
2020,Missouri,Caldwell County,12.4,47870,5.4
2020,Missouri,Callaway County,11.4,61268,4.5
2020,Missouri,Camden County,14.0,64357,7
2020,Missouri,Cape Girardeau County,11.9,57763,5.2
2020,Missouri,Carroll County,13.4,51891,6
2020,Missouri,Carter County,20.3,38854,6.5
2020,Missouri,Cass County,6.8,82068,5.3
2020,Missouri,Cedar County,18.5,40130,4.5
2020,Missouri,Chariton County,12.0,60521,4
2020,Missouri,Christian County,8.8,67585,4.9
2020,Missouri,Clark County,12.3,47750,6
2020,Missouri,Clay County,7.7,74950,6.1
2020,Missouri,Clinton County,9.5,66492,5.9
2020,Missouri,Cole County,9.3,63486,4.4
2020,Missouri,Cooper County,13.6,51221,5.6
2020,Missouri,Crawford County,16.3,43785,6.4
2020,Missouri,Dade County,14.1,46535,4.4
2020,Missouri,Dallas County,24.1,43482,5.9
2020,Missouri,Daviess County,14.1,49830,4.2
2020,Missouri,DeKalb County,12.8,52868,4.3
2020,Missouri,Dent County,15.1,44057,4.8
2020,Missouri,Douglas County,17.8,46079,7.7
2020,Missouri,Dunklin County,20.2,42512,7.3
2020,Missouri,Franklin County,9.1,62781,6.2
2020,Missouri,Gasconade County,11.2,54487,5.8
2020,Missouri,Gentry County,13.0,48338,3.4
2020,Missouri,Greene County,14.3,46934,5.3
2020,Missouri,Grundy County,15.1,45363,4.6
2020,Missouri,Harrison County,17.8,43642,4.5
2020,Missouri,Henry County,13.6,53544,5.9
2020,Missouri,Hickory County,19.6,36049,5.1
2020,Missouri,Holt County,12.2,49531,3.4
2020,Missouri,Howard County,12.7,53190,4.1
2020,Missouri,Howell County,18.4,45808,6.7
2020,Missouri,Iron County,19.5,41744,7
2020,Missouri,Jackson County,12.4,56398,7.1
2020,Missouri,Jasper County,15.2,51329,5.7
2020,Missouri,Jefferson County,8.9,67191,6.1
2020,Missouri,Johnson County,10.8,58373,5.7
2020,Missouri,Knox County,14.2,41838,4
2020,Missouri,Laclede County,16.3,46191,8.3
2020,Missouri,Lafayette County,10.4,62043,5.3
2020,Missouri,Lawrence County,15.2,48101,6.1
2020,Missouri,Lewis County,14.4,42710,4.9
2020,Missouri,Lincoln County,9.4,70054,6.3
2020,Missouri,Linn County,14.7,47506,6.1
2020,Missouri,Livingston County,12.8,51402,3.8
2020,Missouri,McDonald County,17.6,45446,5
2020,Missouri,Macon County,13.0,49013,4.8
2020,Missouri,Madison County,16.3,45002,6.5
2020,Missouri,Maries County,12.9,47698,4.8
2020,Missouri,Marion County,14.3,54230,4.8
2020,Missouri,Mercer County,13.6,45934,3.6
2020,Missouri,Miller County,13.9,51348,6.2
2020,Missouri,Mississippi County,19.1,39621,5.3
2020,Missouri,Moniteau County,11.6,51138,4.2
2020,Missouri,Monroe County,13.0,48661,5.9
2020,Missouri,Montgomery County,13.0,56447,5
2020,Missouri,Morgan County,15.0,51582,6.3
2020,Missouri,New Madrid County,18.9,41553,5.8
2020,Missouri,Newton County,13.9,52798,5.8
2020,Missouri,Nodaway County,15.2,55821,4.6
2020,Missouri,Oregon County,22.0,37835,6.7
2020,Missouri,Osage County,8.5,62679,3.6
2020,Missouri,Ozark County,20.3,38606,7.2
2020,Missouri,Pemiscot County,35.3,34498,8
2020,Missouri,Perry County,11.7,55605,5.7
2020,Missouri,Pettis County,15.5,52261,6.8
2020,Missouri,Phelps County,17.5,50420,4.8
2020,Missouri,Pike County,14.9,51255,5.5
2020,Missouri,Platte County,5.4,86924,5.4
2020,Missouri,Polk County,15.6,50691,4.7
2020,Missouri,Pulaski County,12.5,59126,5.6
2020,Missouri,Putnam County,15.2,46546,4.4
2020,Missouri,Ralls County,11.4,57061,4.5
2020,Missouri,Randolph County,12.1,51924,5.9
2020,Missouri,Ray County,10.0,64014,6.9
2020,Missouri,Reynolds County,19.4,39089,5.7
2020,Missouri,Ripley County,21.3,37771,7.9
2020,Missouri,St. Charles County,5.0,90567,5.2
2020,Missouri,St. Clair County,18.7,41486,6.1
2020,Missouri,Ste. Genevieve County,9.0,58618,4.9
2020,Missouri,St. Francois County,16.2,48476,7
2020,Missouri,St. Louis County,9.1,68964,6.3
2020,Missouri,Saline County,13.1,52850,4.5
2020,Missouri,Schuyler County,15.2,46191,5.7
2020,Missouri,Scotland County,14.3,47740,3.3
2020,Missouri,Scott County,14.6,52864,5.3
2020,Missouri,Shannon County,21.8,37599,7.3
2020,Missouri,Shelby County,14.6,48430,4.5
2020,Missouri,Stoddard County,16.8,47372,6
2020,Missouri,Stone County,14.2,51797,9.8
2020,Missouri,Sullivan County,15.6,43387,4.3
2020,Missouri,Taney County,15.6,44670,12.9
2020,Missouri,Texas County,20.3,38985,5.8
2020,Missouri,Vernon County,15.0,45874,4.4
2020,Missouri,Warren County,9.0,69678,5.8
2020,Missouri,Washington County,19.4,42683,7.2
2020,Missouri,Wayne County,23.2,43848,6.1
2020,Missouri,Webster County,15.0,55431,5.3
2020,Missouri,Worth County,13.8,44361,4.2
2020,Missouri,Wright County,18.3,39521,7
2020,Missouri,St. Louis city,20.8,45773,8.5
2020,Montana,Beaverhead County,13.3,52613,4
2020,Montana,Big Horn County,28.9,42823,7.3
2020,Montana,Blaine County,20.9,45936,4.8
2020,Montana,Broadwater County,9.1,61641,6.3
2020,Montana,Carbon County,11.2,62465,6
2020,Montana,Carter County,14.7,48286,2.9
2020,Montana,Cascade County,13.5,53357,5.9
2020,Montana,Chouteau County,15.1,50607,3.9
2020,Montana,Custer County,11.5,59804,4.8
2020,Montana,Daniels County,11.2,50312,2.8
2020,Montana,Dawson County,10.8,55845,5.6
2020,Montana,Deer Lodge County,17.9,47362,5.1
2020,Montana,Fallon County,9.4,62597,4
2020,Montana,Fergus County,13.6,49576,4.6
2020,Montana,Flathead County,10.5,58959,7.8
2020,Montana,Gallatin County,8.8,70029,5
2020,Montana,Garfield County,15.0,45892,2.7
2020,Montana,Glacier County,24.3,40817,9.8
2020,Montana,Golden Valley County,18.6,42741,4.7
2020,Montana,Granite County,12.7,53407,8.2
2020,Montana,Hill County,18.9,49734,5
2020,Montana,Jefferson County,6.7,80071,5.1
2020,Montana,Judith Basin County,15.7,50610,4.9
2020,Montana,Lake County,18.3,52493,6.2
2020,Montana,Lewis and Clark County,10.2,60664,5
2020,Montana,Liberty County,19.0,53415,2.8
2020,Montana,Lincoln County,17.9,42501,10.1
2020,Montana,McCone County,14.5,46755,2.9
2020,Montana,Madison County,9.9,58201,5.1
2020,Montana,Meagher County,16.6,43666,4.7
2020,Montana,Mineral County,14.9,57169,10.2
2020,Montana,Missoula County,11.8,63409,6.3
2020,Montana,Musselshell County,15.4,50533,6.1
2020,Montana,Park County,10.9,56657,7.4
2020,Montana,Petroleum County,15.0,38661,3.4
2020,Montana,Phillips County,14.9,46821,4.9
2020,Montana,Pondera County,18.5,49447,4.9
2020,Montana,Powder River County,12.6,60462,3.1
2020,Montana,Powell County,16.5,52904,4.6
2020,Montana,Prairie County,12.8,48577,6.8
2020,Montana,Ravalli County,11.3,58781,5.8
2020,Montana,Richland County,8.0,69169,6.4
2020,Montana,Roosevelt County,23.8,43256,6
2020,Montana,Rosebud County,17.5,54991,5.7
2020,Montana,Sanders County,16.3,45805,7.8
2020,Montana,Sheridan County,11.8,50658,4.8
2020,Montana,Silver Bow County,13.2,54324,6.6
2020,Montana,Stillwater County,7.8,73044,5.1
2020,Montana,Sweet Grass County,9.3,58746,3.6
2020,Montana,Teton County,12.4,55399,4.4
2020,Montana,Toole County,15.8,49568,5
2020,Montana,Treasure County,12.5,56919,3.6
2020,Montana,Valley County,13.4,46766,4.3
2020,Montana,Wheatland County,20.9,39462,7.3
2020,Montana,Wibaux County,11.7,51368,5.1
2020,Montana,Yellowstone County,10.6,58374,5.4
2020,Nebraska,Adams County,10.2,54445,4
2020,Nebraska,Antelope County,10.4,54136,2.3
2020,Nebraska,Arthur County,12.3,52500,5.2
2020,Nebraska,Banner County,10.1,59511,2.6
2020,Nebraska,Blaine County,13.3,52780,3.5
2020,Nebraska,Boone County,8.7,56719,2.5
2020,Nebraska,Box Butte County,9.5,62621,4.8
2020,Nebraska,Boyd County,12.9,51082,2.8
2020,Nebraska,Brown County,10.8,52962,2.7
2020,Nebraska,Buffalo County,9.5,68925,4
2020,Nebraska,Burt County,11.5,51488,3.9
2020,Nebraska,Butler County,7.5,63640,3.4
2020,Nebraska,Cass County,5.9,70106,4.3
2020,Nebraska,Cedar County,8.5,61673,2.7
2020,Nebraska,Chase County,8.2,61282,1.8
2020,Nebraska,Cherry County,11.4,53483,2.4
2020,Nebraska,Cheyenne County,10.0,55172,4.4
2020,Nebraska,Clay County,9.1,63427,3.2
2020,Nebraska,Colfax County,8.2,63424,2.9
2020,Nebraska,Cuming County,7.9,54725,2.5
2020,Nebraska,Custer County,9.8,57873,2.7
2020,Nebraska,Dakota County,9.9,61220,4.8
2020,Nebraska,Dawes County,14.7,52637,2.8
2020,Nebraska,Dawson County,8.6,61043,3.4
2020,Nebraska,Deuel County,10.3,51261,3
2020,Nebraska,Dixon County,7.9,60437,3.2
2020,Nebraska,Dodge County,9.7,62491,3.5
2020,Nebraska,Douglas County,9.8,65788,5.1
2020,Nebraska,Dundy County,12.2,50299,2.2
2020,Nebraska,Fillmore County,8.5,59309,2.8
2020,Nebraska,Franklin County,10.4,49104,3.5
2020,Nebraska,Frontier County,13.0,59061,2.9
2020,Nebraska,Furnas County,10.0,50762,2.8
2020,Nebraska,Gage County,8.5,61283,4
2020,Nebraska,Garden County,13.9,41221,3.5
2020,Nebraska,Garfield County,11.6,49951,2
2020,Nebraska,Gosper County,7.9,62698,2.6
2020,Nebraska,Grant County,9.2,62487,2
2020,Nebraska,Greeley County,12.2,50068,2.9
2020,Nebraska,Hall County,11.8,54110,5.8
2020,Nebraska,Hamilton County,6.7,73759,3.7
2020,Nebraska,Harlan County,9.9,55010,2.9
2020,Nebraska,Hayes County,14.7,54280,2.2
2020,Nebraska,Hitchcock County,12.0,48475,3.5
2020,Nebraska,Holt County,10.9,56777,2.4
2020,Nebraska,Hooker County,7.9,53234,2.7
2020,Nebraska,Howard County,8.8,54291,4.4
2020,Nebraska,Jefferson County,9.9,55414,2.7
2020,Nebraska,Johnson County,12.3,55062,3.9
2020,Nebraska,Kearney County,7.6,62260,3.2
2020,Nebraska,Keith County,11.7,57307,3.2
2020,Nebraska,Keya Paha County,17.3,47053,2
2020,Nebraska,Kimball County,11.0,46782,3.5
2020,Nebraska,Knox County,13.6,51296,3
2020,Nebraska,Lancaster County,9.4,65819,4.2
2020,Nebraska,Lincoln County,9.4,62948,3.9
2020,Nebraska,Logan County,9.3,56283,2.5
2020,Nebraska,Loup County,15.1,56291,2.9
2020,Nebraska,McPherson County,13.1,54876,2.7
2020,Nebraska,Madison County,10.6,56970,3.9
2020,Nebraska,Merrick County,9.6,58437,4
2020,Nebraska,Morrill County,12.5,54879,3.6
2020,Nebraska,Nance County,11.4,52534,3.2
2020,Nebraska,Nemaha County,11.8,55574,3.6
2020,Nebraska,Nuckolls County,9.8,60636,2.7
2020,Nebraska,Otoe County,8.4,68443,3.5
2020,Nebraska,Pawnee County,12.7,49089,2.8
2020,Nebraska,Perkins County,10.0,58925,1.8
2020,Nebraska,Phelps County,11.3,61442,3
2020,Nebraska,Pierce County,8.2,56484,3.3
2020,Nebraska,Platte County,6.6,62776,3.7
2020,Nebraska,Polk County,7.3,59159,3
2020,Nebraska,Red Willow County,9.5,55657,3.3
2020,Nebraska,Richardson County,9.5,51874,3.2
2020,Nebraska,Rock County,13.3,48461,2.1
2020,Nebraska,Saline County,8.0,63655,3.6
2020,Nebraska,Sarpy County,4.9,83104,4.1
2020,Nebraska,Saunders County,5.7,72526,3.7
2020,Nebraska,Scotts Bluff County,12.4,53956,4.2
2020,Nebraska,Seward County,6.8,72456,4.1
2020,Nebraska,Sheridan County,13.8,52051,2.4
2020,Nebraska,Sherman County,11.4,49684,3.2
2020,Nebraska,Sioux County,15.3,51831,2.3
2020,Nebraska,Stanton County,6.9,64087,3.4
2020,Nebraska,Thayer County,9.8,55775,2.7
2020,Nebraska,Thomas County,12.3,55599,4
2020,Nebraska,Thurston County,18.2,49148,5.2
2020,Nebraska,Valley County,11.2,55542,2.8
2020,Nebraska,Washington County,5.3,78844,3.7
2020,Nebraska,Wayne County,9.5,64569,2.8
2020,Nebraska,Webster County,10.2,52115,3.8
2020,Nebraska,Wheeler County,12.4,52154,1.8
2020,Nebraska,York County,9.3,63249,3.4
2020,Nevada,Churchill County,10.3,61650,5.6
2020,Nevada,Clark County,13.2,62496,14.7
2020,Nevada,Douglas County,8.0,84317,8.6
2020,Nevada,Elko County,11.2,73914,5.7
2020,Nevada,Esmeralda County,14.4,35395,5.2
2020,Nevada,Eureka County,10.3,68806,3.5
2020,Nevada,Humboldt County,9.8,72907,4.9
2020,Nevada,Lander County,9.4,80894,4.8
2020,Nevada,Lincoln County,13.2,60180,5.1
2020,Nevada,Lyon County,10.1,63162,8.5
2020,Nevada,Mineral County,15.4,50069,5.6
2020,Nevada,Nye County,14.2,52783,9.7
2020,Nevada,Pershing County,18.1,65000,4.9
2020,Nevada,Storey County,7.8,73271,8.3
2020,Nevada,Washoe County,10.2,75232,7.8
2020,Nevada,White Pine County,12.3,57923,4.2
2020,Nevada,Carson City,12.5,58382,8.2
2020,New Hampshire,Belknap County,7.4,76105,6.9
2020,New Hampshire,Carroll County,7.5,73073,7.7
2020,New Hampshire,Cheshire County,8.8,66398,6.1
2020,New Hampshire,Coos County,13.1,49465,7.9
2020,New Hampshire,Grafton County,8.6,77022,5.8
2020,New Hampshire,Hillsborough County,7.1,79222,7
2020,New Hampshire,Merrimack County,6.7,81132,5.8
2020,New Hampshire,Rockingham County,4.6,96775,7.1
2020,New Hampshire,Strafford County,8.2,72817,6.3
2020,New Hampshire,Sullivan County,8.9,65881,5.4
2020,New Jersey,Atlantic County,13.8,61377,17.8
2020,New Jersey,Bergen County,6.4,107114,9.6
2020,New Jersey,Burlington County,6.0,92471,8.2
2020,New Jersey,Camden County,12.4,71718,10.1
2020,New Jersey,Cape May County,9.6,75829,13.8
2020,New Jersey,Cumberland County,13.1,60352,10.8
2020,New Jersey,Essex County,14.3,65528,11.7
2020,New Jersey,Gloucester County,7.0,87220,9.3
2020,New Jersey,Hudson County,13.1,77323,10.6
2020,New Jersey,Hunterdon County,4.1,113611,7.2
2020,New Jersey,Mercer County,9.5,87581,7.4
2020,New Jersey,Middlesex County,7.4,95610,8.7
2020,New Jersey,Monmouth County,5.9,104219,8.8
2020,New Jersey,Morris County,4.7,114103,7.8
2020,New Jersey,Ocean County,10.5,78181,9.5
2020,New Jersey,Passaic County,16.9,64422,12.6
2020,New Jersey,Salem County,12.2,65563,9.5
2020,New Jersey,Somerset County,4.8,115573,7.8
2020,New Jersey,Sussex County,5.4,92739,9.4
2020,New Jersey,Union County,9.2,83189,9.9
2020,New Jersey,Warren County,7.3,80412,8.5
2020,New Mexico,Bernalillo County,15.3,56632,8.1
2020,New Mexico,Catron County,22.8,27423,7.2
2020,New Mexico,Chaves County,19.2,51441,8.1
2020,New Mexico,Cibola County,25.1,42705,9.2
2020,New Mexico,Colfax County,17.2,43265,7.1
2020,New Mexico,Curry County,14.9,53864,5.5
2020,New Mexico,DeBaca County,17.0,42319,4.9
2020,New Mexico,Dona Ana County,20.5,46547,8.3
2020,New Mexico,Eddy County,12.8,66199,6.9
2020,New Mexico,Grant County,20.0,43557,9
2020,New Mexico,Guadalupe County,22.8,38903,6.7
2020,New Mexico,Harding County,15.1,39913,4.3
2020,New Mexico,Hidalgo County,19.8,41858,5.8
2020,New Mexico,Lea County,12.6,66780,11
2020,New Mexico,Lincoln County,16.9,49115,8.8
2020,New Mexico,Los Alamos County,3.3,111724,3.7
2020,New Mexico,Luna County,22.3,39233,15.9
2020,New Mexico,McKinley County,32.0,35659,10.3
2020,New Mexico,Mora County,19.8,40618,8
2020,New Mexico,Otero County,15.5,46735,8.3
2020,New Mexico,Quay County,22.0,38389,7.4
2020,New Mexico,Rio Arriba County,19.7,47400,8.1
2020,New Mexico,Roosevelt County,18.2,46351,6.2
2020,New Mexico,Sandoval County,10.4,71991,8.6
2020,New Mexico,San Juan County,21.5,44261,10
2020,New Mexico,San Miguel County,20.9,40804,8.3
2020,New Mexico,Santa Fe County,12.5,58898,8.3
2020,New Mexico,Sierra County,22.1,36823,9.2
2020,New Mexico,Socorro County,25.1,39478,7.1
2020,New Mexico,Taos County,18.9,43230,11.6
2020,New Mexico,Torrance County,21.4,47266,9.5
2020,New Mexico,Union County,19.0,42676,5.1
2020,New Mexico,Valencia County,15.5,51564,8.2
2020,New York,Albany County,11.3,70629,7.2
2020,New York,Allegany County,15.1,53371,8.1
2020,New York,Bronx County,24.4,44906,16
2020,New York,Broome County,18.4,52510,8.7
2020,New York,Cattaraugus County,16.3,51824,9.4
2020,New York,Cayuga County,11.7,59335,7.9
2020,New York,Chautauqua County,14.8,50062,8.9
2020,New York,Chemung County,14.5,54705,8.8
2020,New York,Chenango County,11.5,52545,6.9
2020,New York,Clinton County,11.1,59741,8
2020,New York,Columbia County,10.2,66068,6.2
2020,New York,Cortland County,11.7,60165,7.9
2020,New York,Delaware County,12.8,54440,7.2
2020,New York,Dutchess County,8.3,79276,7.7
2020,New York,Erie County,13.2,59584,9.5
2020,New York,Essex County,10.2,57129,8.1
2020,New York,Franklin County,15.9,58709,8.2
2020,New York,Fulton County,13.9,55405,8.6
2020,New York,Genesee County,10.2,62641,7.4
2020,New York,Greene County,11.2,60163,8.3
2020,New York,Hamilton County,8.7,56253,7.9
2020,New York,Herkimer County,12.1,59893,8.2
2020,New York,Jefferson County,13.1,57570,8.7
2020,New York,Kings County,17.8,70390,12.5
2020,New York,Lewis County,11.4,57897,7.7
2020,New York,Livingston County,10.3,60947,7.1
2020,New York,Madison County,10.4,64379,7.8
2020,New York,Monroe County,13.9,61358,8.6
2020,New York,Montgomery County,11.9,52482,8.8
2020,New York,Nassau County,5.7,122730,8.4
2020,New York,New York County,16.3,87745,9.5
2020,New York,Niagara County,11.7,54963,10.4
2020,New York,Oneida County,12.4,58696,8.1
2020,New York,Onondaga County,12.8,63963,8.4
2020,New York,Ontario County,8.8,62777,7.3
2020,New York,Orange County,10.6,78724,8.4
2020,New York,Orleans County,13.2,57318,8.4
2020,New York,Oswego County,14.2,58439,8.9
2020,New York,Otsego County,12.8,58417,7.2
2020,New York,Putnam County,5.7,104285,7.6
2020,New York,Queens County,10.3,78847,12.5
2020,New York,Rensselaer County,10.4,71457,7
2020,New York,Richmond County,10.6,81003,10.6
2020,New York,Rockland County,14.4,94874,8.1
2020,New York,St. Lawrence County,14.7,51526,8.2
2020,New York,Saratoga County,6.3,83427,6.7
2020,New York,Schenectady County,10.9,66292,8.1
2020,New York,Schoharie County,11.0,59744,7.1
2020,New York,Schuyler County,11.8,54269,8.6
2020,New York,Seneca County,12.1,56929,8.2
2020,New York,Steuben County,12.1,54794,8.2
2020,New York,Suffolk County,6.1,109084,8.5
2020,New York,Sullivan County,12.7,63915,8.8
2020,New York,Tioga County,9.3,62400,7.8
2020,New York,Tompkins County,12.4,65308,6.2
2020,New York,Ulster County,12.7,66060,8
2020,New York,Warren County,8.9,67359,8.4
2020,New York,Washington County,11.2,60973,7.2
2020,New York,Wayne County,9.7,62329,7.4
2020,New York,Westchester County,7.6,103340,8.4
2020,New York,Wyoming County,9.6,59612,7.5
2020,New York,Yates County,12.9,57057,6.5
2020,North Carolina,Alamance County,15.1,53220,7.2
2020,North Carolina,Alexander County,11.8,53523,7.4
2020,North Carolina,Alleghany County,18.1,39916,7.3
2020,North Carolina,Anson County,20.7,40818,7.7
2020,North Carolina,Ashe County,14.5,44543,6.2
2020,North Carolina,Avery County,15.8,50800,6.3
2020,North Carolina,Beaufort County,18.1,50253,6.3
2020,North Carolina,Bertie County,22.8,41889,6.4
2020,North Carolina,Bladen County,21.6,43664,7.2
2020,North Carolina,Brunswick County,11.2,64371,8.8
2020,North Carolina,Buncombe County,13.9,66156,8.3
2020,North Carolina,Burke County,18.4,48729,7.2
2020,North Carolina,Cabarrus County,8.0,79736,7
2020,North Carolina,Caldwell County,13.0,50235,7.9
2020,North Carolina,Camden County,7.4,72135,5.5
2020,North Carolina,Carteret County,9.3,63475,6.2
2020,North Carolina,Caswell County,15.4,48070,7.8
2020,North Carolina,Catawba County,11.6,52737,8
2020,North Carolina,Chatham County,9.6,74747,5.4
2020,North Carolina,Cherokee County,15.1,44449,7.9
2020,North Carolina,Chowan County,17.3,45365,6.1
2020,North Carolina,Clay County,16.4,44052,7.4
2020,North Carolina,Cleveland County,15.0,49041,7.8
2020,North Carolina,Columbus County,21.3,40712,8.2
2020,North Carolina,Craven County,13.2,53960,6.6
2020,North Carolina,Cumberland County,18.5,49160,9.5
2020,North Carolina,Currituck County,9.6,73433,6.3
2020,North Carolina,Dare County,8.8,72962,9.8
2020,North Carolina,Davidson County,12.0,56067,7.1
2020,North Carolina,Davie County,9.6,65418,6.8
2020,North Carolina,Duplin County,18.3,49755,5.6
2020,North Carolina,Durham County,11.7,65619,6.5
2020,North Carolina,Edgecombe County,24.1,45156,10.6
2020,North Carolina,Forsyth County,13.0,56158,7.4
2020,North Carolina,Franklin County,12.0,54868,6.8
2020,North Carolina,Gaston County,11.8,60622,8
2020,North Carolina,Gates County,13.2,57680,5.7
2020,North Carolina,Graham County,16.6,42057,9.9
2020,North Carolina,Granville County,15.0,53112,5.9
2020,North Carolina,Greene County,21.3,47605,5.6
2020,North Carolina,Guilford County,13.3,55577,8.6
2020,North Carolina,Halifax County,23.9,41098,9.2
2020,North Carolina,Harnett County,14.4,55586,7.5
2020,North Carolina,Haywood County,13.6,50492,7.5
2020,North Carolina,Henderson County,11.0,60550,6.9
2020,North Carolina,Hertford County,20.7,46632,7
2020,North Carolina,Hoke County,15.0,53728,8.7
2020,North Carolina,Hyde County,20.0,45548,10.2
2020,North Carolina,Iredell County,9.7,61892,7.3
2020,North Carolina,Jackson County,16.6,49488,7.6
2020,North Carolina,Johnston County,11.4,63882,6.3
2020,North Carolina,Jones County,18.3,44972,5.8
2020,North Carolina,Lee County,15.4,57025,8
2020,North Carolina,Lenoir County,17.2,40586,6.2
2020,North Carolina,Lincoln County,11.9,56183,6.6
2020,North Carolina,McDowell County,15.2,47579,7
2020,North Carolina,Macon County,12.9,51973,6.7
2020,North Carolina,Madison County,14.0,49373,6.9
2020,North Carolina,Martin County,20.1,42264,6.9
2020,North Carolina,Mecklenburg County,11.0,72340,7.8
2020,North Carolina,Mitchell County,14.0,49236,7.8
2020,North Carolina,Montgomery County,16.0,48522,6.7
2020,North Carolina,Moore County,9.3,69413,7.2
2020,North Carolina,Nash County,14.9,49883,8.4
2020,North Carolina,New Hanover County,10.2,65615,7.3
2020,North Carolina,Northampton County,21.7,41630,7.3
2020,North Carolina,Onslow County,12.5,52885,7.2
2020,North Carolina,Orange County,10.3,82732,5.4
2020,North Carolina,Pamlico County,14.7,50481,5.6
2020,North Carolina,Pasquotank County,14.0,56654,7.3
2020,North Carolina,Pender County,12.3,59812,6.6
2020,North Carolina,Perquimans County,14.4,50813,6.7
2020,North Carolina,Person County,13.5,58991,7.4
2020,North Carolina,Pitt County,17.1,49955,6.8
2020,North Carolina,Polk County,12.0,58607,6.2
2020,North Carolina,Randolph County,14.2,48849,7.4
2020,North Carolina,Richmond County,21.5,42335,9.2
2020,North Carolina,Robeson County,26.6,39139,8.8
2020,North Carolina,Rockingham County,13.8,50388,8.4
2020,North Carolina,Rowan County,14.4,55398,7.9
2020,North Carolina,Rutherford County,19.1,44004,9.3
2020,North Carolina,Sampson County,21.2,45387,5.8
2020,North Carolina,Scotland County,29.7,33531,12
2020,North Carolina,Stanly County,14.5,53769,6.3
2020,North Carolina,Stokes County,12.1,59068,6.4
2020,North Carolina,Surry County,15.4,47114,6.9
2020,North Carolina,Swain County,13.9,47559,8.5
2020,North Carolina,Transylvania County,12.6,56880,6.1
2020,North Carolina,Tyrrell County,20.8,42260,8.9
2020,North Carolina,Union County,7.0,90920,6
2020,North Carolina,Vance County,21.3,41935,10.1
2020,North Carolina,Wake County,7.4,88763,6.4
2020,North Carolina,Warren County,22.8,42808,9.8
2020,North Carolina,Washington County,24.3,38704,8.2
2020,North Carolina,Watauga County,15.8,54004,6.2
2020,North Carolina,Wayne County,14.9,52906,6.5
2020,North Carolina,Wilkes County,14.4,46830,6.8
2020,North Carolina,Wilson County,21.2,44089,8.9
2020,North Carolina,Yadkin County,12.1,53154,7.1
2020,North Carolina,Yancey County,14.9,48662,6.6
2020,North Dakota,Adams County,10.8,50673,3.8
2020,North Dakota,Barnes County,9.9,52327,3.9
2020,North Dakota,Benson County,24.2,51189,6.8
2020,North Dakota,Billings County,10.0,76478,3.7
2020,North Dakota,Bottineau County,9.7,61841,5.4
2020,North Dakota,Bowman County,8.9,67067,3.4
2020,North Dakota,Burke County,7.9,73567,5.3
2020,North Dakota,Burleigh County,8.6,72170,4.4
2020,North Dakota,Cass County,9.7,61338,4.4
2020,North Dakota,Cavalier County,8.5,54270,3.5
2020,North Dakota,Dickey County,10.2,60682,3.3
2020,North Dakota,Divide County,10.7,64594,3.2
2020,North Dakota,Dunn County,10.0,73722,4.6
2020,North Dakota,Eddy County,11.2,54285,4.7
2020,North Dakota,Emmons County,13.7,49972,5
2020,North Dakota,Foster County,7.9,63234,3.5
2020,North Dakota,Golden Valley County,11.0,57596,3.2
2020,North Dakota,Grand Forks County,12.7,55495,4.6
2020,North Dakota,Grant County,13.5,48063,2.8
2020,North Dakota,Griggs County,9.6,53751,3.1
2020,North Dakota,Hettinger County,11.6,53222,4
2020,North Dakota,Kidder County,13.5,49386,5.1
2020,North Dakota,LaMoure County,10.9,58302,2.6
2020,North Dakota,Logan County,14.5,47908,3.2
2020,North Dakota,McHenry County,12.0,59052,5.5
2020,North Dakota,McIntosh County,12.2,48839,3.3
2020,North Dakota,McKenzie County,7.5,84705,7.6
2020,North Dakota,McLean County,8.4,70835,4.5
2020,North Dakota,Mercer County,8.0,79608,5.8
2020,North Dakota,Morton County,8.3,71928,5.1
2020,North Dakota,Mountrail County,11.0,68465,5.1
