year,state,county,poverty_percent,med_income,unemployment_rate
2020,North Dakota,Nelson County,9.8,53008,4.5
2020,North Dakota,Oliver County,10.7,66708,5.2
2020,North Dakota,Pembina County,7.6,61595,5.8
2020,North Dakota,Pierce County,11.0,50827,4.3
2020,North Dakota,Ramsey County,12.2,57984,4.5
2020,North Dakota,Ransom County,9.3,65039,4.1
2020,North Dakota,Renville County,7.7,67054,4.9
2020,North Dakota,Richland County,9.4,65530,3.9
2020,North Dakota,Rolette County,21.3,45178,13.4
2020,North Dakota,Sargent County,7.4,68769,4.4
2020,North Dakota,Sheridan County,16.6,46424,6
2020,North Dakota,Sioux County,28.3,36182,3.9
2020,North Dakota,Slope County,13.5,53330,3.1
2020,North Dakota,Stark County,10.0,66105,7.1
2020,North Dakota,Steele County,7.9,68163,3
2020,North Dakota,Stutsman County,10.6,59948,3.5
2020,North Dakota,Towner County,9.8,57509,2.8
2020,North Dakota,Traill County,7.0,70384,3.6
2020,North Dakota,Walsh County,10.6,57557,4.5
2020,North Dakota,Ward County,8.9,64346,6
2020,North Dakota,Wells County,10.9,56827,4.4
2020,North Dakota,Williams County,9.6,79483,9.6
2020,Ohio,Adams County,20.6,42342,9.2
2020,Ohio,Allen County,12.9,52558,8.5
2020,Ohio,Ashland County,11.4,55699,6.5
2020,Ohio,Ashtabula County,16.5,51252,8.3
2020,Ohio,Athens County,22.0,42215,7.3
2020,Ohio,Auglaize County,5.9,69468,6.9
2020,Ohio,Belmont County,12.7,50626,10.1
2020,Ohio,Brown County,13.6,58067,8.2
2020,Ohio,Butler County,10.1,69049,7.2
2020,Ohio,Carroll County,11.6,52065,8.8
2020,Ohio,Champaign County,10.1,64142,7.1
2020,Ohio,Clark County,14.3,54507,8.1
2020,Ohio,Clermont County,9.2,72740,6.9
2020,Ohio,Clinton County,11.3,53891,8.3
2020,Ohio,Columbiana County,13.9,49342,9.4
2020,Ohio,Coshocton County,14.9,47794,8.9
2020,Ohio,Crawford County,12.1,45952,9.4
2020,Ohio,Cuyahoga County,15.3,55128,10.4
2020,Ohio,Darke County,10.2,57932,6.7
2020,Ohio,Defiance County,8.5,61816,8.2
2020,Ohio,Delaware County,3.7,114423,5.3
2020,Ohio,Erie County,10.9,66252,10.5
2020,Ohio,Fairfield County,7.5,74987,6.6
2020,Ohio,Fayette County,13.8,50125,7.4
2020,Ohio,Franklin County,15.4,62643,7.4
2020,Ohio,Fulton County,8.3,60550,7.9
2020,Ohio,Gallia County,16.1,50642,8
2020,Ohio,Geauga County,6.2,84510,6.7
2020,Ohio,Greene County,9.0,71673,6.4
2020,Ohio,Guernsey County,13.5,45808,8.7
2020,Ohio,Hamilton County,12.7,63919,7.8
2020,Ohio,Hancock County,9.3,61473,6.8
2020,Ohio,Hardin County,15.1,45312,8.1
2020,Ohio,Harrison County,13.7,49088,9.2
2020,Ohio,Henry County,8.0,64694,8.1
2020,Ohio,Highland County,14.9,57155,8.7
2020,Ohio,Hocking County,14.7,53838,7.4
2020,Ohio,Holmes County,8.4,67967,3.9
2020,Ohio,Huron County,9.8,62143,9.5
2020,Ohio,Jackson County,15.9,49636,8.7
2020,Ohio,Jefferson County,15.3,49642,10.1
2020,Ohio,Knox County,10.9,68050,6.2
2020,Ohio,Lake County,7.9,69853,8.4
2020,Ohio,Lawrence County,19.8,47299,8.5
2020,Ohio,Licking County,9.8,68982,6.5
2020,Ohio,Logan County,10.1,61797,8.3
2020,Ohio,Lorain County,11.9,59954,9.9
2020,Ohio,Lucas County,17.5,51642,10.4
2020,Ohio,Madison County,9.5,72834,5.9
2020,Ohio,Mahoning County,15.8,48937,10.2
2020,Ohio,Marion County,14.3,52226,7.6
2020,Ohio,Medina County,5.9,79504,7.6
2020,Ohio,Meigs County,18.8,44622,9.6
2020,Ohio,Mercer County,5.5,69588,5.4
2020,Ohio,Miami County,8.0,63699,7
2020,Ohio,Monroe County,14.6,48944,10.6
2020,Ohio,Montgomery County,14.7,54692,8.6
2020,Ohio,Morgan County,15.0,45698,9.3
2020,Ohio,Morrow County,9.0,68159,7.1
2020,Ohio,Muskingum County,15.0,52457,7.8
2020,Ohio,Noble County,15.0,52583,9.6
2020,Ohio,Ottawa County,7.7,65582,9.1
2020,Ohio,Paulding County,9.3,62062,7.5
2020,Ohio,Perry County,13.1,56048,8.4
2020,Ohio,Pickaway County,12.5,64412,6.8
2020,Ohio,Pike County,17.4,46413,9.4
2020,Ohio,Portage County,9.9,64250,7.3
2020,Ohio,Preble County,8.8,60856,6.7
2020,Ohio,Putnam County,6.5,72299,5.6
2020,Ohio,Richland County,12.7,52295,9
2020,Ohio,Ross County,15.0,49543,8
2020,Ohio,Sandusky County,10.4,60455,8.1
2020,Ohio,Scioto County,22.8,44297,8.7
2020,Ohio,Seneca County,10.4,58129,8.1
2020,Ohio,Shelby County,9.3,67582,7.7
2020,Ohio,Stark County,13.2,57364,8.1
2020,Ohio,Summit County,12.1,60715,8.2
2020,Ohio,Trumbull County,15.8,48929,10.4
2020,Ohio,Tuscarawas County,11.6,58256,7.6
2020,Ohio,Union County,5.0,92198,5.8
2020,Ohio,Van Wert County,7.4,57863,7
2020,Ohio,Vinton County,16.1,49778,9.1
2020,Ohio,Warren County,5.2,90600,6.4
2020,Ohio,Washington County,13.4,53450,8.6
2020,Ohio,Wayne County,9.0,67708,5.9
2020,Ohio,Williams County,10.3,52458,7.8
2020,Ohio,Wood County,9.9,67865,7.1
2020,Ohio,Wyandot County,7.0,63516,7
2020,Oklahoma,Adair County,22.3,36749,5.8
2020,Oklahoma,Alfalfa County,15.7,51157,3.6
2020,Oklahoma,Atoka County,18.6,42618,7
2020,Oklahoma,Beaver County,11.0,61477,2.7
2020,Oklahoma,Beckham County,18.8,47625,7.5
2020,Oklahoma,Blaine County,14.5,55643,5.9
2020,Oklahoma,Bryan County,15.9,45213,5.1
2020,Oklahoma,Caddo County,18.3,48380,5.9
2020,Oklahoma,Canadian County,7.6,75452,6
2020,Oklahoma,Carter County,19.0,46781,7
2020,Oklahoma,Cherokee County,19.6,49553,5.4
2020,Oklahoma,Choctaw County,19.5,41622,7.6
2020,Oklahoma,Cimarron County,15.1,50804,2
2020,Oklahoma,Cleveland County,10.8,64011,5.6
2020,Oklahoma,Coal County,19.3,41162,6.6
2020,Oklahoma,Comanche County,15.8,54007,6.7
2020,Oklahoma,Cotton County,17.4,46266,7
2020,Oklahoma,Craig County,17.5,43804,5.4
2020,Oklahoma,Creek County,12.9,49954,6.5
2020,Oklahoma,Custer County,12.8,55826,5.4
2020,Oklahoma,Delaware County,18.1,43147,5.3
2020,Oklahoma,Dewey County,10.6,56711,4.8
2020,Oklahoma,Ellis County,11.2,56763,4.5
2020,Oklahoma,Garfield County,11.8,61501,5.5
2020,Oklahoma,Garvin County,16.7,47391,6.2
2020,Oklahoma,Grady County,12.0,58621,6.1
2020,Oklahoma,Grant County,11.7,51399,3.3
2020,Oklahoma,Greer County,22.9,42010,7.4
2020,Oklahoma,Harmon County,23.3,40246,3.5
2020,Oklahoma,Harper County,10.5,57833,3.3
2020,Oklahoma,Haskell County,19.4,41253,7.8
2020,Oklahoma,Hughes County,21.4,39333,7.5
2020,Oklahoma,Jackson County,15.0,56779,4.1
2020,Oklahoma,Jefferson County,17.8,43014,6.7
2020,Oklahoma,Johnston County,18.3,45361,7.7
2020,Oklahoma,Kay County,15.3,50256,6.7
2020,Oklahoma,Kingfisher County,9.0,71450,4.3
2020,Oklahoma,Kiowa County,18.0,40112,5
2020,Oklahoma,Latimer County,15.9,40831,10
2020,Oklahoma,Le Flore County,18.1,40632,7
2020,Oklahoma,Lincoln County,13.8,56957,5.6
2020,Oklahoma,Logan County,11.0,72617,5.1
2020,Oklahoma,Love County,11.7,54219,4.2
2020,Oklahoma,McClain County,10.4,68563,5.5
2020,Oklahoma,McCurtain County,18.9,45380,6.6
2020,Oklahoma,McIntosh County,22.5,37535,8.4
2020,Oklahoma,Major County,11.5,54851,4.7
2020,Oklahoma,Marshall County,13.7,51072,6.4
2020,Oklahoma,Mayes County,16.9,50905,5
2020,Oklahoma,Murray County,14.3,55318,6.2
2020,Oklahoma,Muskogee County,18.2,42607,6
2020,Oklahoma,Noble County,11.8,56632,4.1
2020,Oklahoma,Nowata County,16.5,45719,5.2
2020,Oklahoma,Okfuskee County,21.7,45823,6.6
2020,Oklahoma,Oklahoma County,15.2,55332,6.4
2020,Oklahoma,Okmulgee County,14.6,50442,7.2
2020,Oklahoma,Osage County,13.0,50490,6.4
2020,Oklahoma,Ottawa County,18.5,40249,5.7
2020,Oklahoma,Pawnee County,15.7,51960,6.5
2020,Oklahoma,Payne County,20.1,39681,5.3
2020,Oklahoma,Pittsburg County,16.5,50416,7.6
2020,Oklahoma,Pontotoc County,14.4,50587,5.2
2020,Oklahoma,Pottawatomie County,16.0,50118,6.1
2020,Oklahoma,Pushmataha County,17.4,38912,6.7
2020,Oklahoma,Roger Mills County,13.5,51279,4.8
2020,Oklahoma,Rogers County,8.5,67243,5.8
2020,Oklahoma,Seminole County,21.2,42418,7.4
2020,Oklahoma,Sequoyah County,16.9,47188,6.8
2020,Oklahoma,Stephens County,17.7,52905,7.7
2020,Oklahoma,Texas County,11.1,61334,2.3
2020,Oklahoma,Tillman County,21.9,41610,6.3
2020,Oklahoma,Tulsa County,12.8,58863,6.6
2020,Oklahoma,Wagoner County,10.2,66375,5.8
2020,Oklahoma,Washington County,14.8,48144,5.9
2020,Oklahoma,Washita County,14.7,51270,6.7
2020,Oklahoma,Woods County,15.1,52504,3.4
2020,Oklahoma,Woodward County,13.3,54328,6.7
2020,Oregon,Baker County,14.5,44872,7.2
2020,Oregon,Benton County,15.7,66378,5.6
2020,Oregon,Clackamas County,6.8,82539,7.2
2020,Oregon,Clatsop County,10.5,63238,9.6
2020,Oregon,Columbia County,9.2,73023,7.9
2020,Oregon,Coos County,15.4,50848,8.6
2020,Oregon,Crook County,10.3,68598,8.8
2020,Oregon,Curry County,14.5,48377,8.7
2020,Oregon,Deschutes County,8.1,66467,7.9
2020,Oregon,Douglas County,13.3,52355,7.7
2020,Oregon,Gilliam County,10.7,63088,6.1
2020,Oregon,Grant County,13.9,50819,8.3
2020,Oregon,Harney County,12.6,48790,5.9
2020,Oregon,Hood River County,8.5,81718,6.3
2020,Oregon,Jackson County,11.9,57334,7.8
2020,Oregon,Jefferson County,12.5,63683,8.2
2020,Oregon,Josephine County,15.8,47740,7.9
2020,Oregon,Klamath County,19.7,49675,8.7
2020,Oregon,Lake County,15.7,48669,5.6
2020,Oregon,Lane County,14.5,58818,7.9
2020,Oregon,Lincoln County,14.4,53883,10.9
2020,Oregon,Linn County,11.3,65516,7.8
2020,Oregon,Malheur County,19.5,46278,5.2
2020,Oregon,Marion County,12.1,64990,6.9
2020,Oregon,Morrow County,11.5,59956,5.2
2020,Oregon,Multnomah County,11.2,74707,8.6
2020,Oregon,Polk County,11.1,66973,6.6
2020,Oregon,Sherman County,11.9,62271,6.1
2020,Oregon,Tillamook County,10.8,57533,8.1
2020,Oregon,Umatilla County,11.7,62560,6.8
2020,Oregon,Union County,12.6,58779,7.8
2020,Oregon,Wallowa County,11.6,51506,7.1
2020,Oregon,Wasco County,12.4,55519,7.1
2020,Oregon,Washington County,7.5,85385,6.5
2020,Oregon,Wheeler County,14.0,43367,4.3
2020,Oregon,Yamhill County,8.7,68266,6.8
2020,Pennsylvania,Adams County,8.0,70470,6.9
2020,Pennsylvania,Allegheny County,10.5,64236,9
2020,Pennsylvania,Armstrong County,11.7,52958,9.8
2020,Pennsylvania,Beaver County,9.1,56649,10.3
2020,Pennsylvania,Bedford County,11.0,52643,9.1
2020,Pennsylvania,Berks County,10.9,70057,9.5
2020,Pennsylvania,Blair County,11.6,52177,8.7
2020,Pennsylvania,Bradford County,10.7,55787,7.5
2020,Pennsylvania,Bucks County,6.0,92441,8.3
2020,Pennsylvania,Butler County,7.4,74721,7.9
2020,Pennsylvania,Cambria County,12.5,48653,9.5
2020,Pennsylvania,Cameron County,13.5,46151,12.6
2020,Pennsylvania,Carbon County,11.3,60593,9.8
2020,Pennsylvania,Centre County,12.9,62795,5.8
2020,Pennsylvania,Chester County,5.2,107491,6.4
2020,Pennsylvania,Clarion County,12.8,52642,8.2
2020,Pennsylvania,Clearfield County,14.3,48794,9.2
2020,Pennsylvania,Clinton County,13.4,54652,8.7
2020,Pennsylvania,Columbia County,11.7,56176,8.1
2020,Pennsylvania,Crawford County,12.7,52372,8.9
2020,Pennsylvania,Cumberland County,7.6,69546,6.7
2020,Pennsylvania,Dauphin County,11.6,63265,8.8
2020,Pennsylvania,Delaware County,9.3,75174,9.1
2020,Pennsylvania,Elk County,8.3,52952,12.3
2020,Pennsylvania,Erie County,13.4,55181,9.8
2020,Pennsylvania,Fayette County,18.7,45256,11.7
2020,Pennsylvania,Forest County,22.9,40667,10.6
2020,Pennsylvania,Franklin County,9.4,57812,7.6
2020,Pennsylvania,Fulton County,10.6,61202,11.5
2020,Pennsylvania,Greene County,12.7,59324,9.7
2020,Pennsylvania,Huntingdon County,10.7,55282,10.4
2020,Pennsylvania,Indiana County,13.4,53533,9.1
2020,Pennsylvania,Jefferson County,11.0,52856,8.8
2020,Pennsylvania,Juniata County,10.0,59591,7.2
2020,Pennsylvania,Lackawanna County,12.2,56911,9.6
2020,Pennsylvania,Lancaster County,7.7,73006,7.5
2020,Pennsylvania,Lawrence County,12.9,50373,10.3
2020,Pennsylvania,Lebanon County,9.0,63605,7.9
2020,Pennsylvania,Lehigh County,11.7,65733,9.6
2020,Pennsylvania,Luzerne County,15.1,52281,10.9
2020,Pennsylvania,Lycoming County,13.2,56751,8.8
2020,Pennsylvania,Mc Kean County,13.9,52359,9.9
2020,Pennsylvania,Mercer County,12.4,51743,9.7
2020,Pennsylvania,Mifflin County,13.2,54517,8.4
2020,Pennsylvania,Monroe County,10.5,71686,11.5
2020,Pennsylvania,Montgomery County,5.6,94094,7.6
2020,Pennsylvania,Montour County,9.0,63341,6.1
2020,Pennsylvania,Northampton County,7.6,73903,9
2020,Pennsylvania,Northumberland County,12.1,47825,9.4
2020,Pennsylvania,Perry County,8.5,68991,6.8
2020,Pennsylvania,Philadelphia County,19.4,55102,12.4
2020,Pennsylvania,Pike County,9.3,66614,10.6
2020,Pennsylvania,Potter County,12.2,51744,9.3
2020,Pennsylvania,Schuylkill County,12.7,52307,9.2
2020,Pennsylvania,Snyder County,10.1,58474,7.6
2020,Pennsylvania,Somerset County,11.7,51916,9.5
2020,Pennsylvania,Sullivan County,12.3,52821,8.5
2020,Pennsylvania,Susquehanna County,11.6,55560,7.3
2020,Pennsylvania,Tioga County,11.5,47683,9
2020,Pennsylvania,Union County,11.1,62306,6.8
2020,Pennsylvania,Venango County,14.0,52559,8.9
2020,Pennsylvania,Warren County,11.1,52729,8.1
2020,Pennsylvania,Washington County,8.6,65808,9.4
2020,Pennsylvania,Wayne County,10.5,55627,9.2
2020,Pennsylvania,Westmoreland County,9.3,59349,9.1
2020,Pennsylvania,Wyoming County,10.4,59305,8.4
2020,Pennsylvania,York County,7.1,71655,8
2020,Rhode Island,Bristol County,8.2,94591,7.6
2020,Rhode Island,Kent County,7.5,82413,8.7
2020,Rhode Island,Newport County,9.5,81218,8.2
2020,Rhode Island,Providence County,12.4,67752,10.2
2020,Rhode Island,Washington County,7.8,83925,7.8
2020,South Carolina,Abbeville County,15.3,47219,6.6
2020,South Carolina,Aiken County,13.0,57128,5
2020,South Carolina,Allendale County,31.6,32701,9.4
2020,South Carolina,Anderson County,14.0,52667,5.9
2020,South Carolina,Bamberg County,21.0,39969,9
2020,South Carolina,Barnwell County,21.6,41717,7.4
2020,South Carolina,Beaufort County,9.6,76515,5.4
2020,South Carolina,Berkeley County,11.1,70371,5.6
2020,South Carolina,Calhoun County,15.5,50977,6.1
2020,South Carolina,Charleston County,11.9,72451,6.3
2020,South Carolina,Cherokee County,14.6,45085,8.1
2020,South Carolina,Chester County,18.3,45366,8.9
2020,South Carolina,Chesterfield County,19.7,44792,6.1
2020,South Carolina,Clarendon County,18.4,52983,6.8
2020,South Carolina,Colleton County,20.1,44399,6.1
2020,South Carolina,Darlington County,18.9,42082,6.5
2020,South Carolina,Dillon County,22.2,40930,6.1
2020,South Carolina,Dorchester County,12.1,62928,5.8
2020,South Carolina,Edgefield County,16.8,55005,5.1
2020,South Carolina,Fairfield County,17.6,45648,7.9
2020,South Carolina,Florence County,17.1,47429,5.6
2020,South Carolina,Georgetown County,15.1,57991,7.5
2020,South Carolina,Greenville County,12.1,62475,5.7
2020,South Carolina,Greenwood County,16.4,43711,6.4
2020,South Carolina,Hampton County,19.6,43614,5
2020,South Carolina,Horry County,12.8,55055,8.6
2020,South Carolina,Jasper County,18.4,48988,5.1
2020,South Carolina,Kershaw County,14.4,60397,5.3
2020,South Carolina,Lancaster County,11.4,63019,6.9
2020,South Carolina,Laurens County,18.4,43766,6.9
2020,South Carolina,Lee County,23.0,40400,7.6
2020,South Carolina,Lexington County,10.4,62839,4.4
2020,South Carolina,McCormick County,17.0,50698,6.7
2020,South Carolina,Marion County,21.8,38498,7.8
2020,South Carolina,Marlboro County,26.0,38877,9.8
2020,South Carolina,Newberry County,16.4,52202,4.8
2020,South Carolina,Oconee County,11.1,58061,5.4
2020,South Carolina,Orangeburg County,19.1,41335,9
2020,South Carolina,Pickens County,15.3,54588,5.3
2020,South Carolina,Richland County,16.0,56993,5.8
2020,South Carolina,Saluda County,17.4,46216,4.3
2020,South Carolina,Spartanburg County,14.2,53485,6.6
2020,South Carolina,Sumter County,20.5,45724,6.8
2020,South Carolina,Union County,14.9,46567,9
2020,South Carolina,Williamsburg County,25.4,38186,8.1
2020,South Carolina,York County,8.8,72579,6.1
2020,South Dakota,Aurora County,10.2,54916,3.2
2020,South Dakota,Beadle County,12.6,54033,3.9
2020,South Dakota,Bennett County,28.3,45478,5
2020,South Dakota,Bon Homme County,15.0,52890,4.1
2020,South Dakota,Brookings County,9.9,64542,4.4
2020,South Dakota,Brown County,9.1,64993,4.4
2020,South Dakota,Brule County,13.7,56691,4.4
2020,South Dakota,Buffalo County,32.8,22901,8
2020,South Dakota,Butte County,12.5,52346,5.4
2020,South Dakota,Campbell County,10.7,52931,3.7
2020,South Dakota,Charles Mix County,24.0,44865,6.3
2020,South Dakota,Clark County,12.3,54164,3.9
2020,South Dakota,Clay County,16.2,49834,4.5
2020,South Dakota,Codington County,9.0,62123,4.9
2020,South Dakota,Corson County,37.1,29860,5
2020,South Dakota,Custer County,9.7,66654,6
2020,South Dakota,Davison County,10.7,53664,4.2
2020,South Dakota,Day County,12.9,50445,5.7
2020,South Dakota,Deuel County,9.5,58488,5.4
2020,South Dakota,Dewey County,24.9,40429,7.7
2020,South Dakota,Douglas County,11.8,59404,3
2020,South Dakota,Edmunds County,12.2,56671,2.9
2020,South Dakota,Fall River County,15.4,48927,6
2020,South Dakota,Faulk County,18.7,50213,3.5
2020,South Dakota,Grant County,9.3,59637,4
2020,South Dakota,Gregory County,15.1,43060,3.8
2020,South Dakota,Haakon County,11.7,50898,2.5
2020,South Dakota,Hamlin County,8.9,62651,3.5
2020,South Dakota,Hand County,9.1,59237,2.7
2020,South Dakota,Hanson County,10.4,62597,5.2
2020,South Dakota,Harding County,11.0,58732,3.6
2020,South Dakota,Hughes County,9.4,70615,3.4
2020,South Dakota,Hutchinson County,12.8,54669,3.8
2020,South Dakota,Hyde County,11.5,55510,3.1
2020,South Dakota,Jackson County,28.7,36853,4.3
2020,South Dakota,Jerauld County,14.4,49086,2.5
2020,South Dakota,Jones County,14.9,49156,3.7
2020,South Dakota,Kingsbury County,10.2,56758,3.7
2020,South Dakota,Lake County,9.9,65643,3.8
2020,South Dakota,Lawrence County,11.5,56366,6.2
2020,South Dakota,Lincoln County,4.5,86972,3.6
2020,South Dakota,Lyman County,23.9,43531,5.7
2020,South Dakota,McCook County,9.6,64693,3.7
2020,South Dakota,McPherson County,18.4,44625,5.1
2020,South Dakota,Marshall County,13.2,56885,4.8
2020,South Dakota,Meade County,8.7,58406,4.9
2020,South Dakota,Mellette County,29.9,37844,6.2
2020,South Dakota,Miner County,12.6,49824,4.8
2020,South Dakota,Minnehaha County,8.1,64526,4.5
2020,South Dakota,Moody County,9.4,73264,5.3
2020,South Dakota,Oglala Lakota County,38.1,32195,10.1
2020,South Dakota,Pennington County,12.1,62214,5.3
2020,South Dakota,Perkins County,15.4,46786,3.8
2020,South Dakota,Potter County,9.4,57324,3.2
2020,South Dakota,Roberts County,17.8,50673,6.4
2020,South Dakota,Sanborn County,13.7,51952,4.1
2020,South Dakota,Spink County,12.8,53282,4.1
2020,South Dakota,Stanley County,7.5,76413,3.9
2020,South Dakota,Sully County,7.8,59157,2.8
2020,South Dakota,Todd County,42.5,31256,6.4
2020,South Dakota,Tripp County,19.3,46162,3.1
2020,South Dakota,Turner County,8.8,62754,3.9
2020,South Dakota,Union County,5.9,82574,5.1
2020,South Dakota,Walworth County,15.0,45288,6.1
2020,South Dakota,Yankton County,10.4,57075,4.6
2020,South Dakota,Ziebach County,43.9,31599,4.8
2020,Tennessee,Anderson County,13.3,53002,6.7
2020,Tennessee,Bedford County,13.0,58593,7.9
2020,Tennessee,Benton County,16.9,44759,8.2
2020,Tennessee,Bledsoe County,20.8,45780,8.6
2020,Tennessee,Blount County,9.2,67576,6.4
2020,Tennessee,Bradley County,13.8,49802,6.6
2020,Tennessee,Campbell County,20.0,42331,7.6
2020,Tennessee,Cannon County,13.3,50628,6.5
2020,Tennessee,Carroll County,16.7,47390,7.4
2020,Tennessee,Carter County,16.1,44786,7
2020,Tennessee,Cheatham County,8.7,78330,5.6
2020,Tennessee,Chester County,15.2,42839,5.7
2020,Tennessee,Claiborne County,18.9,43365,7
2020,Tennessee,Clay County,21.0,37683,8.1
2020,Tennessee,Cocke County,19.7,41576,10.2
2020,Tennessee,Coffee County,13.8,55177,7.8
2020,Tennessee,Crockett County,15.2,50046,5.9
2020,Tennessee,Cumberland County,12.0,52529,7.7
2020,Tennessee,Davidson County,12.8,64418,8
2020,Tennessee,Decatur County,17.1,47232,8.6
2020,Tennessee,DeKalb County,17.5,51002,9.1
2020,Tennessee,Dickson County,11.0,60309,5.9
2020,Tennessee,Dyer County,16.7,50906,8
2020,Tennessee,Fayette County,10.2,73132,6.4
2020,Tennessee,Fentress County,19.4,43931,6.5
2020,Tennessee,Franklin County,13.9,49491,7.9
2020,Tennessee,Gibson County,13.4,47850,7
2020,Tennessee,Giles County,12.5,51332,8.4
2020,Tennessee,Grainger County,14.2,45056,7.2
2020,Tennessee,Greene County,16.4,43164,8.3
2020,Tennessee,Grundy County,18.2,41133,9.8
2020,Tennessee,Hamblen County,15.0,48047,7.1
2020,Tennessee,Hamilton County,13.3,61478,7.1
2020,Tennessee,Hancock County,28.6,33109,8.4
2020,Tennessee,Hardeman County,22.0,44937,8.2
2020,Tennessee,Hardin County,14.8,46776,7.1
2020,Tennessee,Hawkins County,15.5,52898,7.7
2020,Tennessee,Haywood County,18.7,43742,8.9
2020,Tennessee,Henderson County,14.6,47599,8
2020,Tennessee,Henry County,17.8,41598,7.5
2020,Tennessee,Hickman County,14.4,53738,5.8
2020,Tennessee,Houston County,15.6,47465,8.2
2020,Tennessee,Humphreys County,13.9,57767,6.4
2020,Tennessee,Jackson County,16.8,43115,8
2020,Tennessee,Jefferson County,12.9,57864,7.5
2020,Tennessee,Johnson County,18.6,43039,6.5
2020,Tennessee,Knox County,10.9,57886,5.9
2020,Tennessee,Lake County,36.4,32163,8.8
2020,Tennessee,Lauderdale County,19.8,43386,9.2
2020,Tennessee,Lawrence County,15.2,47353,7.8
2020,Tennessee,Lewis County,14.3,48288,7.5
2020,Tennessee,Lincoln County,12.4,56661,8.6
2020,Tennessee,Loudon County,10.6,70292,6.4
2020,Tennessee,McMinn County,14.0,50297,7.8
2020,Tennessee,McNairy County,15.0,44341,8.7
2020,Tennessee,Macon County,16.7,47031,6.5
2020,Tennessee,Madison County,22.2,47580,7.5
2020,Tennessee,Marion County,14.7,50941,7.6
2020,Tennessee,Marshall County,12.1,58073,9.1
2020,Tennessee,Maury County,9.9,65942,8.1
2020,Tennessee,Meigs County,16.0,49242,8.6
2020,Tennessee,Monroe County,13.8,50945,8
2020,Tennessee,Montgomery County,10.8,60779,7.6
2020,Tennessee,Moore County,9.8,64271,5.4
2020,Tennessee,Morgan County,18.8,48321,6.5
2020,Tennessee,Obion County,15.1,45643,7
2020,Tennessee,Overton County,16.3,43167,6.3
2020,Tennessee,Perry County,16.1,46366,9.5
2020,Tennessee,Pickett County,16.5,40120,6.1
2020,Tennessee,Polk County,12.4,48184,6.9
2020,Tennessee,Putnam County,17.0,47120,6.6
2020,Tennessee,Rhea County,15.0,45724,9.8
2020,Tennessee,Roane County,13.5,58988,6.6
2020,Tennessee,Robertson County,9.2,63918,6.1
2020,Tennessee,Rutherford County,8.8,73980,6.9
2020,Tennessee,Scott County,19.8,39020,8.6
2020,Tennessee,Sequatchie County,16.1,51197,7.8
2020,Tennessee,Sevier County,13.8,54284,9.6
2020,Tennessee,Shelby County,19.1,50870,9.7
2020,Tennessee,Smith County,11.7,59355,6
2020,Tennessee,Stewart County,13.2,55022,6.6
2020,Tennessee,Sullivan County,13.6,48968,7.2
2020,Tennessee,Sumner County,9.6,72325,6.5
2020,Tennessee,Tipton County,12.7,61432,6.9
2020,Tennessee,Trousdale County,15.4,54970,6.1
2020,Tennessee,Unicoi County,16.2,45635,8.3
2020,Tennessee,Union County,16.9,45520,6.9
2020,Tennessee,Van Buren County,16.1,45908,8.7
2020,Tennessee,Warren County,16.5,49532,8.9
2020,Tennessee,Washington County,13.2,52088,6.4
2020,Tennessee,Wayne County,20.2,42754,7.1
2020,Tennessee,Weakley County,16.9,46979,5.8
2020,Tennessee,White County,13.8,46475,7.1
2020,Tennessee,Williamson County,4.1,118257,4.8
2020,Tennessee,Wilson County,8.0,77822,6.3
2020,Texas,Anderson County,20.9,50879,5.6
2020,Texas,Andrews County,9.2,76600,8.2
2020,Texas,Angelina County,17.0,49943,7.6
2020,Texas,Aransas County,17.1,51461,8.5
2020,Texas,Archer County,6.9,69566,5.3
2020,Texas,Armstrong County,9.3,62256,4.3
2020,Texas,Atascosa County,14.9,60594,8.4
2020,Texas,Austin County,11.4,60593,6.6
2020,Texas,Bailey County,14.4,48259,4.8
2020,Texas,Bandera County,11.0,64389,5.8
2020,Texas,Bastrop County,10.8,74612,6
2020,Texas,Baylor County,15.3,44392,3.5
2020,Texas,Bee County,23.1,46316,9.8
2020,Texas,Bell County,14.7,53639,7
2020,Texas,Bexar County,15.0,60477,7.5
2020,Texas,Blanco County,9.8,66383,3.8
2020,Texas,Borden County,7.5,69499,3.3
2020,Texas,Bosque County,12.5,58056,5.5
2020,Texas,Bowie County,17.4,50326,7.4
2020,Texas,Brazoria County,8.3,83576,8.6
2020,Texas,Brazos County,22.3,53570,5.3
2020,Texas,Brewster County,14.0,48537,6.7
2020,Texas,Briscoe County,13.4,50062,4.8
2020,Texas,Brooks County,28.7,33513,10.7
2020,Texas,Brown County,15.6,48752,6.5
2020,Texas,Burleson County,13.1,64836,6.3
2020,Texas,Burnet County,9.5,63813,4.7
2020,Texas,Caldwell County,12.7,66128,6.3
2020,Texas,Calhoun County,12.4,58470,5.8
2020,Texas,Callahan County,12.2,54862,5.4
2020,Texas,Cameron County,24.4,44440,10.2
2020,Texas,Camp County,16.7,43130,7.4
2020,Texas,Carson County,8.3,66597,4.2
2020,Texas,Cass County,17.7,50595,7.9
2020,Texas,Castro County,15.3,55139,3.6
2020,Texas,Chambers County,9.3,89991,9.5
2020,Texas,Cherokee County,16.7,45894,7.9
2020,Texas,Childress County,21.4,45473,3.7
